"FullDate","DayOfYr","Month","Day","Quarter","Years"
"2014-03-07 09:00:00","2014-03-07","3","7","1","2014"
"2014-03-07 10:00:00","2014-03-07","3","7","1","2014"
"2014-03-07 11:00:00","2014-03-07","3","7","1","2014"
"2014-03-07 12:00:00","2014-03-07","3","7","1","2014"
"2014-03-07 13:00:00","2014-03-07","3","7","1","2014"
"2014-03-08 05:00:00","2014-03-08","3","8","1","2014"
"2014-03-08 08:00:00","2014-03-08","3","8","1","2014"
"2014-03-08 09:00:00","2014-03-08","3","8","1","2014"
"2014-03-08 12:00:00","2014-03-08","3","8","1","2014"
"2014-03-09 06:00:00","2014-03-09","3","9","1","2014"
"2014-03-09 09:00:00","2014-03-09","3","9","1","2014"
"2014-03-09 13:00:00","2014-03-09","3","9","1","2014"
"2014-03-10 05:00:00","2014-03-10","3","10","1","2014"
"2014-03-10 06:00:00","2014-03-10","3","10","1","2014"
"2014-03-10 07:00:00","2014-03-10","3","10","1","2014"
"2014-03-10 08:00:00","2014-03-10","3","10","1","2014"
"2014-03-10 09:00:00","2014-03-10","3","10","1","2014"
"2014-03-10 10:00:00","2014-03-10","3","10","1","2014"
"2014-03-10 11:00:00","2014-03-10","3","10","1","2014"
"2014-03-10 12:00:00","2014-03-10","3","10","1","2014"
"2014-03-10 13:00:00","2014-03-10","3","10","1","2014"
"2014-03-11 11:00:00","2014-03-11","3","11","1","2014"
"2014-03-12 05:00:00","2014-03-12","3","12","1","2014"
"2014-03-12 06:00:00","2014-03-12","3","12","1","2014"
"2014-03-12 07:00:00","2014-03-12","3","12","1","2014"
"2014-03-12 08:00:00","2014-03-12","3","12","1","2014"
"2014-03-12 09:00:00","2014-03-12","3","12","1","2014"
"2014-03-12 10:00:00","2014-03-12","3","12","1","2014"
"2014-03-12 11:00:00","2014-03-12","3","12","1","2014"
"2014-03-12 12:00:00","2014-03-12","3","12","1","2014"
"2014-03-12 13:00:00","2014-03-12","3","12","1","2014"
"2014-03-13 05:00:00","2014-03-13","3","13","1","2014"
"2014-03-13 06:00:00","2014-03-13","3","13","1","2014"
"2014-03-13 07:00:00","2014-03-13","3","13","1","2014"
"2014-03-13 08:00:00","2014-03-13","3","13","1","2014"
"2014-03-13 09:00:00","2014-03-13","3","13","1","2014"
"2014-03-13 10:00:00","2014-03-13","3","13","1","2014"
"2014-03-13 11:00:00","2014-03-13","3","13","1","2014"
"2014-03-13 12:00:00","2014-03-13","3","13","1","2014"
"2014-03-13 13:00:00","2014-03-13","3","13","1","2014"
"2014-03-14 05:00:00","2014-03-14","3","14","1","2014"
"2014-03-14 08:00:00","2014-03-14","3","14","1","2014"
"2014-03-14 10:00:00","2014-03-14","3","14","1","2014"
"2014-03-14 12:00:00","2014-03-14","3","14","1","2014"
"2014-03-14 13:00:00","2014-03-14","3","14","1","2014"
"2014-03-15 05:00:00","2014-03-15","3","15","1","2014"
"2014-03-15 08:00:00","2014-03-15","3","15","1","2014"
"2014-03-15 09:00:00","2014-03-15","3","15","1","2014"
"2014-03-15 12:00:00","2014-03-15","3","15","1","2014"
"2014-03-16 05:00:00","2014-03-16","3","16","1","2014"
"2014-03-16 06:00:00","2014-03-16","3","16","1","2014"
"2014-03-16 07:00:00","2014-03-16","3","16","1","2014"
"2014-03-16 08:00:00","2014-03-16","3","16","1","2014"
"2014-03-16 09:00:00","2014-03-16","3","16","1","2014"
"2014-03-16 10:00:00","2014-03-16","3","16","1","2014"
"2014-03-16 11:00:00","2014-03-16","3","16","1","2014"
"2014-03-16 12:00:00","2014-03-16","3","16","1","2014"
"2014-03-16 13:00:00","2014-03-16","3","16","1","2014"
"2014-03-17 05:00:00","2014-03-17","3","17","1","2014"
"2014-03-17 06:00:00","2014-03-17","3","17","1","2014"
"2014-03-17 07:00:00","2014-03-17","3","17","1","2014"
"2014-03-17 08:00:00","2014-03-17","3","17","1","2014"
"2014-03-17 09:00:00","2014-03-17","3","17","1","2014"
"2014-03-17 10:00:00","2014-03-17","3","17","1","2014"
"2014-03-17 11:00:00","2014-03-17","3","17","1","2014"
"2014-03-17 12:00:00","2014-03-17","3","17","1","2014"
"2014-03-17 13:00:00","2014-03-17","3","17","1","2014"
"2014-03-18 05:00:00","2014-03-18","3","18","1","2014"
"2014-03-18 06:00:00","2014-03-18","3","18","1","2014"
"2014-03-18 07:00:00","2014-03-18","3","18","1","2014"
"2014-03-18 08:00:00","2014-03-18","3","18","1","2014"
"2014-03-18 09:00:00","2014-03-18","3","18","1","2014"
"2014-03-18 10:00:00","2014-03-18","3","18","1","2014"
"2014-03-18 11:00:00","2014-03-18","3","18","1","2014"
"2014-03-18 12:00:00","2014-03-18","3","18","1","2014"
"2014-03-18 13:00:00","2014-03-18","3","18","1","2014"
"2014-03-19 10:00:00","2014-03-19","3","19","1","2014"
"2014-03-20 06:00:00","2014-03-20","3","20","1","2014"
"2014-03-20 07:00:00","2014-03-20","3","20","1","2014"
"2014-03-20 08:00:00","2014-03-20","3","20","1","2014"
"2014-03-20 09:00:00","2014-03-20","3","20","1","2014"
"2014-03-20 10:00:00","2014-03-20","3","20","1","2014"
"2014-03-20 12:00:00","2014-03-20","3","20","1","2014"
"2014-03-20 13:00:00","2014-03-20","3","20","1","2014"
"2014-03-21 05:00:00","2014-03-21","3","21","1","2014"
"2014-03-21 08:00:00","2014-03-21","3","21","1","2014"
"2014-03-21 10:00:00","2014-03-21","3","21","1","2014"
"2014-03-21 12:00:00","2014-03-21","3","21","1","2014"
"2014-03-21 13:00:00","2014-03-21","3","21","1","2014"
"2014-03-22 05:00:00","2014-03-22","3","22","1","2014"
"2014-03-22 06:00:00","2014-03-22","3","22","1","2014"
"2014-03-22 07:00:00","2014-03-22","3","22","1","2014"
"2014-03-22 08:00:00","2014-03-22","3","22","1","2014"
"2014-03-22 09:00:00","2014-03-22","3","22","1","2014"
"2014-03-22 10:00:00","2014-03-22","3","22","1","2014"
"2014-03-22 11:00:00","2014-03-22","3","22","1","2014"
"2014-03-22 12:00:00","2014-03-22","3","22","1","2014"
"2014-03-22 13:00:00","2014-03-22","3","22","1","2014"
"2014-03-23 05:00:00","2014-03-23","3","23","1","2014"
"2014-03-23 06:00:00","2014-03-23","3","23","1","2014"
"2014-03-23 07:00:00","2014-03-23","3","23","1","2014"
"2014-03-23 08:00:00","2014-03-23","3","23","1","2014"
"2014-03-23 09:00:00","2014-03-23","3","23","1","2014"
"2014-03-23 10:00:00","2014-03-23","3","23","1","2014"
"2014-03-23 11:00:00","2014-03-23","3","23","1","2014"
"2014-03-23 12:00:00","2014-03-23","3","23","1","2014"
"2014-03-23 13:00:00","2014-03-23","3","23","1","2014"
"2014-03-24 05:00:00","2014-03-24","3","24","1","2014"
"2014-03-24 06:00:00","2014-03-24","3","24","1","2014"
"2014-03-24 08:00:00","2014-03-24","3","24","1","2014"
"2014-03-24 09:00:00","2014-03-24","3","24","1","2014"
"2014-03-24 10:00:00","2014-03-24","3","24","1","2014"
"2014-03-24 11:00:00","2014-03-24","3","24","1","2014"
"2014-03-24 12:00:00","2014-03-24","3","24","1","2014"
"2014-03-24 13:00:00","2014-03-24","3","24","1","2014"
"2014-03-25 05:00:00","2014-03-25","3","25","1","2014"
"2014-03-25 06:00:00","2014-03-25","3","25","1","2014"
"2014-03-25 07:00:00","2014-03-25","3","25","1","2014"
"2014-03-25 08:00:00","2014-03-25","3","25","1","2014"
"2014-03-25 09:00:00","2014-03-25","3","25","1","2014"
"2014-03-25 10:00:00","2014-03-25","3","25","1","2014"
"2014-03-25 11:00:00","2014-03-25","3","25","1","2014"
"2014-03-25 12:00:00","2014-03-25","3","25","1","2014"
"2014-03-25 13:00:00","2014-03-25","3","25","1","2014"
"2014-03-26 07:00:00","2014-03-26","3","26","1","2014"
"2014-03-27 05:00:00","2014-03-27","3","27","1","2014"
"2014-03-27 06:00:00","2014-03-27","3","27","1","2014"
"2014-03-27 07:00:00","2014-03-27","3","27","1","2014"
"2014-03-27 08:00:00","2014-03-27","3","27","1","2014"
"2014-03-27 09:00:00","2014-03-27","3","27","1","2014"
"2014-03-27 10:00:00","2014-03-27","3","27","1","2014"
"2014-03-27 11:00:00","2014-03-27","3","27","1","2014"
"2014-03-27 12:00:00","2014-03-27","3","27","1","2014"
"2014-03-27 13:00:00","2014-03-27","3","27","1","2014"
"2014-03-28 05:00:00","2014-03-28","3","28","1","2014"
"2014-03-28 06:00:00","2014-03-28","3","28","1","2014"
"2014-03-28 07:00:00","2014-03-28","3","28","1","2014"
"2014-03-28 08:00:00","2014-03-28","3","28","1","2014"
"2014-03-28 09:00:00","2014-03-28","3","28","1","2014"
"2014-03-28 10:00:00","2014-03-28","3","28","1","2014"
"2014-03-28 11:00:00","2014-03-28","3","28","1","2014"
"2014-03-28 12:00:00","2014-03-28","3","28","1","2014"
"2014-03-28 13:00:00","2014-03-28","3","28","1","2014"
"2014-03-29 05:00:00","2014-03-29","3","29","1","2014"
"2014-03-29 06:00:00","2014-03-29","3","29","1","2014"
"2014-03-29 07:00:00","2014-03-29","3","29","1","2014"
"2014-03-29 08:00:00","2014-03-29","3","29","1","2014"
"2014-03-29 09:00:00","2014-03-29","3","29","1","2014"
"2014-03-29 10:00:00","2014-03-29","3","29","1","2014"
"2014-03-29 11:00:00","2014-03-29","3","29","1","2014"
"2014-03-29 12:00:00","2014-03-29","3","29","1","2014"
"2014-03-29 13:00:00","2014-03-29","3","29","1","2014"
"2014-03-30 05:00:00","2014-03-30","3","30","1","2014"
"2014-03-30 06:00:00","2014-03-30","3","30","1","2014"
"2014-03-30 07:00:00","2014-03-30","3","30","1","2014"
"2014-03-30 08:00:00","2014-03-30","3","30","1","2014"
"2014-03-30 09:00:00","2014-03-30","3","30","1","2014"
"2014-03-30 10:00:00","2014-03-30","3","30","1","2014"
"2014-03-30 11:00:00","2014-03-30","3","30","1","2014"
"2014-03-30 12:00:00","2014-03-30","3","30","1","2014"
"2014-03-30 13:00:00","2014-03-30","3","30","1","2014"
"2014-03-31 05:00:00","2014-03-31","3","31","1","2014"
"2014-03-31 06:00:00","2014-03-31","3","31","1","2014"
"2014-03-31 07:00:00","2014-03-31","3","31","1","2014"
"2014-03-31 08:00:00","2014-03-31","3","31","1","2014"
"2014-03-31 09:00:00","2014-03-31","3","31","1","2014"
"2014-03-31 10:00:00","2014-03-31","3","31","1","2014"
"2014-03-31 11:00:00","2014-03-31","3","31","1","2014"
"2014-03-31 12:00:00","2014-03-31","3","31","1","2014"
"2014-03-31 13:00:00","2014-03-31","3","31","1","2014"
"2014-04-01 05:00:00","2014-04-01","4","1","2","2014"
"2014-04-01 07:00:00","2014-04-01","4","1","2","2014"
"2014-04-01 08:00:00","2014-04-01","4","1","2","2014"
"2014-04-01 11:00:00","2014-04-01","4","1","2","2014"
"2014-04-01 12:00:00","2014-04-01","4","1","2","2014"
"2014-04-02 05:00:00","2014-04-02","4","2","2","2014"
"2014-04-02 06:00:00","2014-04-02","4","2","2","2014"
"2014-04-02 07:00:00","2014-04-02","4","2","2","2014"
"2014-04-02 08:00:00","2014-04-02","4","2","2","2014"
"2014-04-02 09:00:00","2014-04-02","4","2","2","2014"
"2014-04-02 12:00:00","2014-04-02","4","2","2","2014"
"2014-04-02 13:00:00","2014-04-02","4","2","2","2014"
"2014-04-03 06:00:00","2014-04-03","4","3","2","2014"
"2014-04-03 07:00:00","2014-04-03","4","3","2","2014"
"2014-04-03 09:00:00","2014-04-03","4","3","2","2014"
"2014-04-03 11:00:00","2014-04-03","4","3","2","2014"
"2014-04-05 05:00:00","2014-04-05","4","5","2","2014"
"2014-04-05 06:00:00","2014-04-05","4","5","2","2014"
"2014-04-05 07:00:00","2014-04-05","4","5","2","2014"
"2014-04-05 08:00:00","2014-04-05","4","5","2","2014"
"2014-04-05 10:00:00","2014-04-05","4","5","2","2014"
"2014-04-05 11:00:00","2014-04-05","4","5","2","2014"
"2014-04-05 12:00:00","2014-04-05","4","5","2","2014"
"2014-04-05 13:00:00","2014-04-05","4","5","2","2014"
"2014-04-06 05:00:00","2014-04-06","4","6","2","2014"
"2014-04-06 06:00:00","2014-04-06","4","6","2","2014"
"2014-04-06 07:00:00","2014-04-06","4","6","2","2014"
"2014-04-06 08:00:00","2014-04-06","4","6","2","2014"
"2014-04-06 09:00:00","2014-04-06","4","6","2","2014"
"2014-04-06 10:00:00","2014-04-06","4","6","2","2014"
"2014-04-06 11:00:00","2014-04-06","4","6","2","2014"
"2014-04-06 12:00:00","2014-04-06","4","6","2","2014"
"2014-04-06 13:00:00","2014-04-06","4","6","2","2014"
"2014-04-07 05:00:00","2014-04-07","4","7","2","2014"
"2014-04-07 06:00:00","2014-04-07","4","7","2","2014"
"2014-04-07 07:00:00","2014-04-07","4","7","2","2014"
"2014-04-07 10:00:00","2014-04-07","4","7","2","2014"
"2014-04-07 11:00:00","2014-04-07","4","7","2","2014"
"2014-04-07 12:00:00","2014-04-07","4","7","2","2014"
"2014-04-08 06:00:00","2014-04-08","4","8","2","2014"
"2014-04-08 07:00:00","2014-04-08","4","8","2","2014"
"2014-04-08 08:00:00","2014-04-08","4","8","2","2014"
"2014-04-08 09:00:00","2014-04-08","4","8","2","2014"
"2014-04-08 11:00:00","2014-04-08","4","8","2","2014"
"2014-04-08 12:00:00","2014-04-08","4","8","2","2014"
"2014-04-08 13:00:00","2014-04-08","4","8","2","2014"
"2014-04-09 05:00:00","2014-04-09","4","9","2","2014"
"2014-04-09 06:00:00","2014-04-09","4","9","2","2014"
"2014-04-09 07:00:00","2014-04-09","4","9","2","2014"
"2014-04-09 08:00:00","2014-04-09","4","9","2","2014"
"2014-04-09 09:00:00","2014-04-09","4","9","2","2014"
"2014-04-09 10:00:00","2014-04-09","4","9","2","2014"
"2014-04-09 11:00:00","2014-04-09","4","9","2","2014"
"2014-04-09 12:00:00","2014-04-09","4","9","2","2014"
"2014-04-09 13:00:00","2014-04-09","4","9","2","2014"
"2014-04-10 05:00:00","2014-04-10","4","10","2","2014"
"2014-04-10 10:00:00","2014-04-10","4","10","2","2014"
"2014-04-10 12:00:00","2014-04-10","4","10","2","2014"
"2014-04-10 13:00:00","2014-04-10","4","10","2","2014"
"2014-04-11 05:00:00","2014-04-11","4","11","2","2014"
"2014-04-11 07:00:00","2014-04-11","4","11","2","2014"
"2014-04-11 08:00:00","2014-04-11","4","11","2","2014"
"2014-04-11 10:00:00","2014-04-11","4","11","2","2014"
"2014-04-11 11:00:00","2014-04-11","4","11","2","2014"
"2014-04-11 12:00:00","2014-04-11","4","11","2","2014"
"2014-04-11 13:00:00","2014-04-11","4","11","2","2014"
"2014-04-12 07:00:00","2014-04-12","4","12","2","2014"
"2014-04-13 05:00:00","2014-04-13","4","13","2","2014"
"2014-04-13 06:00:00","2014-04-13","4","13","2","2014"
"2014-04-13 07:00:00","2014-04-13","4","13","2","2014"
"2014-04-13 08:00:00","2014-04-13","4","13","2","2014"
"2014-04-13 09:00:00","2014-04-13","4","13","2","2014"
"2014-04-13 10:00:00","2014-04-13","4","13","2","2014"
"2014-04-13 11:00:00","2014-04-13","4","13","2","2014"
"2014-04-13 12:00:00","2014-04-13","4","13","2","2014"
"2014-04-13 13:00:00","2014-04-13","4","13","2","2014"
"2014-04-14 05:00:00","2014-04-14","4","14","2","2014"
"2014-04-14 06:00:00","2014-04-14","4","14","2","2014"
"2014-04-14 07:00:00","2014-04-14","4","14","2","2014"
"2014-04-14 09:00:00","2014-04-14","4","14","2","2014"
"2014-04-14 10:00:00","2014-04-14","4","14","2","2014"
"2014-04-14 11:00:00","2014-04-14","4","14","2","2014"
"2014-04-14 12:00:00","2014-04-14","4","14","2","2014"
"2014-04-14 13:00:00","2014-04-14","4","14","2","2014"
"2014-04-15 05:00:00","2014-04-15","4","15","2","2014"
"2014-04-15 06:00:00","2014-04-15","4","15","2","2014"
"2014-04-15 07:00:00","2014-04-15","4","15","2","2014"
"2014-04-15 09:00:00","2014-04-15","4","15","2","2014"
"2014-04-15 11:00:00","2014-04-15","4","15","2","2014"
"2014-04-15 12:00:00","2014-04-15","4","15","2","2014"
"2014-04-15 13:00:00","2014-04-15","4","15","2","2014"
"2014-04-16 13:00:00","2014-04-16","4","16","2","2014"
"2014-04-17 06:00:00","2014-04-17","4","17","2","2014"
"2014-04-18 05:00:00","2014-04-18","4","18","2","2014"
"2014-04-18 06:00:00","2014-04-18","4","18","2","2014"
"2014-04-18 07:00:00","2014-04-18","4","18","2","2014"
"2014-04-18 08:00:00","2014-04-18","4","18","2","2014"
"2014-04-18 09:00:00","2014-04-18","4","18","2","2014"
"2014-04-18 10:00:00","2014-04-18","4","18","2","2014"
"2014-04-18 11:00:00","2014-04-18","4","18","2","2014"
"2014-04-18 12:00:00","2014-04-18","4","18","2","2014"
"2014-04-18 13:00:00","2014-04-18","4","18","2","2014"
"2014-04-19 05:00:00","2014-04-19","4","19","2","2014"
"2014-04-19 06:00:00","2014-04-19","4","19","2","2014"
"2014-04-19 07:00:00","2014-04-19","4","19","2","2014"
"2014-04-19 08:00:00","2014-04-19","4","19","2","2014"
"2014-04-19 09:00:00","2014-04-19","4","19","2","2014"
"2014-04-19 10:00:00","2014-04-19","4","19","2","2014"
"2014-04-19 11:00:00","2014-04-19","4","19","2","2014"
"2014-04-19 12:00:00","2014-04-19","4","19","2","2014"
"2014-04-19 13:00:00","2014-04-19","4","19","2","2014"
"2014-04-20 05:00:00","2014-04-20","4","20","2","2014"
"2014-04-20 06:00:00","2014-04-20","4","20","2","2014"
"2014-04-20 07:00:00","2014-04-20","4","20","2","2014"
"2014-04-20 08:00:00","2014-04-20","4","20","2","2014"
"2014-04-20 09:00:00","2014-04-20","4","20","2","2014"
"2014-04-20 10:00:00","2014-04-20","4","20","2","2014"
"2014-04-20 11:00:00","2014-04-20","4","20","2","2014"
"2014-04-20 12:00:00","2014-04-20","4","20","2","2014"
"2014-04-20 13:00:00","2014-04-20","4","20","2","2014"
"2014-04-21 05:00:00","2014-04-21","4","21","2","2014"
"2014-04-21 07:00:00","2014-04-21","4","21","2","2014"
"2014-04-21 09:00:00","2014-04-21","4","21","2","2014"
"2014-04-21 13:00:00","2014-04-21","4","21","2","2014"
"2014-04-22 05:00:00","2014-04-22","4","22","2","2014"
"2014-04-22 06:00:00","2014-04-22","4","22","2","2014"
"2014-04-22 07:00:00","2014-04-22","4","22","2","2014"
"2014-04-22 08:00:00","2014-04-22","4","22","2","2014"
"2014-04-22 09:00:00","2014-04-22","4","22","2","2014"
"2014-04-22 10:00:00","2014-04-22","4","22","2","2014"
"2014-04-22 11:00:00","2014-04-22","4","22","2","2014"
"2014-04-22 12:00:00","2014-04-22","4","22","2","2014"
"2014-04-22 13:00:00","2014-04-22","4","22","2","2014"
"2014-04-23 08:00:00","2014-04-23","4","23","2","2014"
"2014-04-24 05:00:00","2014-04-24","4","24","2","2014"
"2014-04-24 06:00:00","2014-04-24","4","24","2","2014"
"2014-04-24 07:00:00","2014-04-24","4","24","2","2014"
"2014-04-24 08:00:00","2014-04-24","4","24","2","2014"
"2014-04-24 09:00:00","2014-04-24","4","24","2","2014"
"2014-04-24 10:00:00","2014-04-24","4","24","2","2014"
"2014-04-24 11:00:00","2014-04-24","4","24","2","2014"
"2014-04-24 12:00:00","2014-04-24","4","24","2","2014"
"2014-04-24 13:00:00","2014-04-24","4","24","2","2014"
"2014-04-25 05:00:00","2014-04-25","4","25","2","2014"
"2014-04-25 09:00:00","2014-04-25","4","25","2","2014"
"2014-04-25 10:00:00","2014-04-25","4","25","2","2014"
"2014-04-25 12:00:00","2014-04-25","4","25","2","2014"
"2014-04-25 13:00:00","2014-04-25","4","25","2","2014"
"2014-04-26 06:00:00","2014-04-26","4","26","2","2014"
"2014-04-26 07:00:00","2014-04-26","4","26","2","2014"
"2014-04-26 09:00:00","2014-04-26","4","26","2","2014"
"2014-04-26 10:00:00","2014-04-26","4","26","2","2014"
"2014-04-26 11:00:00","2014-04-26","4","26","2","2014"
"2014-04-26 12:00:00","2014-04-26","4","26","2","2014"
"2014-04-26 13:00:00","2014-04-26","4","26","2","2014"
"2014-04-27 05:00:00","2014-04-27","4","27","2","2014"
"2014-04-27 06:00:00","2014-04-27","4","27","2","2014"
"2014-04-27 07:00:00","2014-04-27","4","27","2","2014"
"2014-04-27 08:00:00","2014-04-27","4","27","2","2014"
"2014-04-27 09:00:00","2014-04-27","4","27","2","2014"
"2014-04-27 10:00:00","2014-04-27","4","27","2","2014"
"2014-04-27 11:00:00","2014-04-27","4","27","2","2014"
"2014-04-27 12:00:00","2014-04-27","4","27","2","2014"
"2014-04-27 13:00:00","2014-04-27","4","27","2","2014"
"2014-04-28 09:00:00","2014-04-28","4","28","2","2014"
"2014-04-29 05:00:00","2014-04-29","4","29","2","2014"
"2014-04-29 06:00:00","2014-04-29","4","29","2","2014"
"2014-04-29 07:00:00","2014-04-29","4","29","2","2014"
"2014-04-29 08:00:00","2014-04-29","4","29","2","2014"
"2014-04-29 09:00:00","2014-04-29","4","29","2","2014"
"2014-04-29 10:00:00","2014-04-29","4","29","2","2014"
"2014-04-29 11:00:00","2014-04-29","4","29","2","2014"
"2014-04-29 12:00:00","2014-04-29","4","29","2","2014"
"2014-04-29 13:00:00","2014-04-29","4","29","2","2014"
"2014-05-01 05:00:00","2014-05-01","5","1","2","2014"
"2014-05-01 06:00:00","2014-05-01","5","1","2","2014"
"2014-05-01 08:00:00","2014-05-01","5","1","2","2014"
"2014-05-01 09:00:00","2014-05-01","5","1","2","2014"
"2014-05-01 10:00:00","2014-05-01","5","1","2","2014"
"2014-05-01 11:00:00","2014-05-01","5","1","2","2014"
"2014-05-01 12:00:00","2014-05-01","5","1","2","2014"
"2014-05-01 13:00:00","2014-05-01","5","1","2","2014"
"2014-05-02 05:00:00","2014-05-02","5","2","2","2014"
"2014-05-02 06:00:00","2014-05-02","5","2","2","2014"
"2014-05-02 07:00:00","2014-05-02","5","2","2","2014"
"2014-05-02 08:00:00","2014-05-02","5","2","2","2014"
"2014-05-02 09:00:00","2014-05-02","5","2","2","2014"
"2014-05-02 10:00:00","2014-05-02","5","2","2","2014"
"2014-05-02 11:00:00","2014-05-02","5","2","2","2014"
"2014-05-02 12:00:00","2014-05-02","5","2","2","2014"
"2014-05-02 13:00:00","2014-05-02","5","2","2","2014"
"2014-05-03 05:00:00","2014-05-03","5","3","2","2014"
"2014-05-03 06:00:00","2014-05-03","5","3","2","2014"
"2014-05-03 07:00:00","2014-05-03","5","3","2","2014"
"2014-05-03 08:00:00","2014-05-03","5","3","2","2014"
"2014-05-03 09:00:00","2014-05-03","5","3","2","2014"
"2014-05-03 10:00:00","2014-05-03","5","3","2","2014"
"2014-05-03 11:00:00","2014-05-03","5","3","2","2014"
"2014-05-03 12:00:00","2014-05-03","5","3","2","2014"
"2014-05-03 13:00:00","2014-05-03","5","3","2","2014"
"2014-05-04 05:00:00","2014-05-04","5","4","2","2014"
"2014-05-04 06:00:00","2014-05-04","5","4","2","2014"
"2014-05-04 07:00:00","2014-05-04","5","4","2","2014"
"2014-05-04 08:00:00","2014-05-04","5","4","2","2014"
"2014-05-04 09:00:00","2014-05-04","5","4","2","2014"
"2014-05-04 10:00:00","2014-05-04","5","4","2","2014"
"2014-05-04 11:00:00","2014-05-04","5","4","2","2014"
"2014-05-04 12:00:00","2014-05-04","5","4","2","2014"
"2014-05-04 13:00:00","2014-05-04","5","4","2","2014"
"2014-05-05 05:00:00","2014-05-05","5","5","2","2014"
"2014-05-05 06:00:00","2014-05-05","5","5","2","2014"
"2014-05-05 07:00:00","2014-05-05","5","5","2","2014"
"2014-05-05 08:00:00","2014-05-05","5","5","2","2014"
"2014-05-05 09:00:00","2014-05-05","5","5","2","2014"
"2014-05-05 11:00:00","2014-05-05","5","5","2","2014"
"2014-05-05 12:00:00","2014-05-05","5","5","2","2014"
"2014-05-05 13:00:00","2014-05-05","5","5","2","2014"
"2014-05-06 05:00:00","2014-05-06","5","6","2","2014"
"2014-05-06 09:00:00","2014-05-06","5","6","2","2014"
"2014-05-06 12:00:00","2014-05-06","5","6","2","2014"
"2014-05-07 11:00:00","2014-05-07","5","7","2","2014"
"2014-05-08 05:00:00","2014-05-08","5","8","2","2014"
"2014-05-08 06:00:00","2014-05-08","5","8","2","2014"
"2014-05-08 08:00:00","2014-05-08","5","8","2","2014"
"2014-05-08 10:00:00","2014-05-08","5","8","2","2014"
"2014-05-08 12:00:00","2014-05-08","5","8","2","2014"
"2014-05-08 13:00:00","2014-05-08","5","8","2","2014"
"2014-05-09 06:00:00","2014-05-09","5","9","2","2014"
"2014-05-09 07:00:00","2014-05-09","5","9","2","2014"
"2014-05-09 08:00:00","2014-05-09","5","9","2","2014"
"2014-05-09 09:00:00","2014-05-09","5","9","2","2014"
"2014-05-09 10:00:00","2014-05-09","5","9","2","2014"
"2014-05-09 11:00:00","2014-05-09","5","9","2","2014"
"2014-05-09 12:00:00","2014-05-09","5","9","2","2014"
"2014-05-09 13:00:00","2014-05-09","5","9","2","2014"
"2014-05-10 05:00:00","2014-05-10","5","10","2","2014"
"2014-05-10 06:00:00","2014-05-10","5","10","2","2014"
"2014-05-10 07:00:00","2014-05-10","5","10","2","2014"
"2014-05-10 10:00:00","2014-05-10","5","10","2","2014"
"2014-05-10 11:00:00","2014-05-10","5","10","2","2014"
"2014-05-10 12:00:00","2014-05-10","5","10","2","2014"
"2014-05-10 13:00:00","2014-05-10","5","10","2","2014"
"2014-05-11 05:00:00","2014-05-11","5","11","2","2014"
"2014-05-11 06:00:00","2014-05-11","5","11","2","2014"
"2014-05-11 07:00:00","2014-05-11","5","11","2","2014"
"2014-05-11 08:00:00","2014-05-11","5","11","2","2014"
"2014-05-11 09:00:00","2014-05-11","5","11","2","2014"
"2014-05-11 10:00:00","2014-05-11","5","11","2","2014"
"2014-05-11 11:00:00","2014-05-11","5","11","2","2014"
"2014-05-11 12:00:00","2014-05-11","5","11","2","2014"
"2014-05-12 05:00:00","2014-05-12","5","12","2","2014"
"2014-05-12 07:00:00","2014-05-12","5","12","2","2014"
"2014-05-12 08:00:00","2014-05-12","5","12","2","2014"
"2014-05-12 09:00:00","2014-05-12","5","12","2","2014"
"2014-05-12 10:00:00","2014-05-12","5","12","2","2014"
"2014-05-12 11:00:00","2014-05-12","5","12","2","2014"
"2014-05-12 13:00:00","2014-05-12","5","12","2","2014"
"2014-05-13 05:00:00","2014-05-13","5","13","2","2014"
"2014-05-13 06:00:00","2014-05-13","5","13","2","2014"
"2014-05-13 07:00:00","2014-05-13","5","13","2","2014"
"2014-05-13 08:00:00","2014-05-13","5","13","2","2014"
"2014-05-13 09:00:00","2014-05-13","5","13","2","2014"
"2014-05-13 10:00:00","2014-05-13","5","13","2","2014"
"2014-05-13 11:00:00","2014-05-13","5","13","2","2014"
"2014-05-13 12:00:00","2014-05-13","5","13","2","2014"
"2014-05-13 13:00:00","2014-05-13","5","13","2","2014"
"2014-05-14 05:00:00","2014-05-14","5","14","2","2014"
"2014-05-14 06:00:00","2014-05-14","5","14","2","2014"
"2014-05-14 07:00:00","2014-05-14","5","14","2","2014"
"2014-05-14 08:00:00","2014-05-14","5","14","2","2014"
"2014-05-14 09:00:00","2014-05-14","5","14","2","2014"
"2014-05-14 10:00:00","2014-05-14","5","14","2","2014"
"2014-05-14 11:00:00","2014-05-14","5","14","2","2014"
"2014-05-14 12:00:00","2014-05-14","5","14","2","2014"
"2014-05-14 13:00:00","2014-05-14","5","14","2","2014"
"2014-05-15 05:00:00","2014-05-15","5","15","2","2014"
"2014-05-15 06:00:00","2014-05-15","5","15","2","2014"
"2014-05-15 07:00:00","2014-05-15","5","15","2","2014"
"2014-05-15 08:00:00","2014-05-15","5","15","2","2014"
"2014-05-15 09:00:00","2014-05-15","5","15","2","2014"
